2020-06-15-16-44-17.068109,16
2020-06-15-16-44-17.078981,16
2020-06-15-16-44-17.090842,4
2020-06-15-16-44-17.103492,4
2020-06-15-16-44-17.115903,4
2020-06-15-16-44-17.127794,9
2020-06-15-16-44-17.138970,9
2020-06-15-16-44-17.150829,9
2020-06-15-16-44-17.163155,-2
2020-06-15-16-44-17.175528,-2
2020-06-15-16-44-17.186927,-2
2020-06-15-16-44-17.198612,36
2020-06-15-16-44-17.210891,19
2020-06-15-16-44-17.222637,19
2020-06-15-16-44-17.234088,6
2020-06-15-16-44-17.246417,23
2020-06-15-16-44-17.257266,23
2020-06-15-16-44-17.269184,23
2020-06-15-16-44-17.280887,53
2020-06-15-16-44-17.293597,53
2020-06-15-16-44-17.305659,53
2020-06-15-16-44-17.316492,53
2020-06-15-16-44-17.327922,74
2020-06-15-16-44-17.339897,34
2020-06-15-16-44-17.352451,34
2020-06-15-16-44-17.364152,34
2020-06-15-16-44-17.376411,52
2020-06-15-16-44-17.388360,52
2020-06-15-16-44-17.400011,52
2020-06-15-16-44-17.411548,7
2020-06-15-16-44-17.424153,7
2020-06-15-16-44-17.436459,7
2020-06-15-16-44-17.446643,16
2020-06-15-16-44-17.458139,16
2020-06-15-16-44-17.469901,16
2020-06-15-16-44-17.481488,-7
2020-06-15-16-44-17.492912,29
2020-06-15-16-44-17.504905,29
2020-06-15-16-44-17.516434,18
2020-06-15-16-44-17.528435,18
2020-06-15-16-44-17.540067,18
2020-06-15-16-44-17.551376,18
2020-06-15-16-44-17.562540,18
2020-06-15-16-44-17.574400,18
2020-06-15-16-44-17.586815,21
2020-06-15-16-44-17.599087,21
2020-06-15-16-44-17.610031,21
2020-06-15-16-44-17.621669,49
2020-06-15-16-44-17.634407,49
2020-06-15-16-44-17.646592,49
2020-06-15-16-44-17.656786,43
2020-06-15-16-44-17.668608,50
2020-06-15-16-44-17.679495,50
2020-06-15-16-44-17.690996,50
2020-06-15-16-44-17.703102,51
2020-06-15-16-44-17.714139,51
2020-06-15-16-44-17.724528,51
2020-06-15-16-44-17.736918,40
2020-06-15-16-44-17.748221,40
2020-06-15-16-44-17.760581,40
2020-06-15-16-44-17.771502,36
2020-06-15-16-44-17.782168,28
2020-06-15-16-44-17.794264,28
2020-06-15-16-44-17.806559,28
2020-06-15-16-44-17.819404,16
2020-06-15-16-44-17.831275,16
2020-06-15-16-44-17.843954,16
2020-06-15-16-44-17.856597,16
2020-06-15-16-44-17.868466,16
2020-06-15-16-44-17.879895,105
2020-06-15-16-44-17.891195,105
2020-06-15-16-44-17.902146,105
2020-06-15-16-44-17.915124,492
2020-06-15-16-44-17.926660,721
2020-06-15-16-44-17.937666,721
2020-06-15-16-44-17.949190,721
2020-06-15-16-44-17.960086,424
2020-06-15-16-44-17.970335,424
2020-06-15-16-44-17.981760,424
2020-06-15-16-44-17.994358,-317
2020-06-15-16-44-18.006697,-317
2020-06-15-16-44-18.018830,-317
2020-06-15-16-44-18.030017,-492
2020-06-15-16-44-18.040683,-492
2020-06-15-16-44-18.051761,-492
2020-06-15-16-44-18.064365,-699
2020-06-15-16-44-18.076722,-1194
2020-06-15-16-44-18.088761,-1194
2020-06-15-16-44-18.100485,-1194
2020-06-15-16-44-18.111948,-777
2020-06-15-16-44-18.124356,-753
2020-06-15-16-44-18.136635,-753
2020-06-15-16-44-18.149050,-753
2020-06-15-16-44-18.160910,-753
2020-06-15-16-44-18.172316,-753
2020-06-15-16-44-18.184284,538
2020-06-15-16-44-18.196616,498
2020-06-15-16-44-18.208193,498
2020-06-15-16-44-18.218573,609
2020-06-15-16-44-18.230199,633
2020-06-15-16-44-18.241356,633
2020-06-15-16-44-18.253593,633
2020-06-15-16-44-18.264921,584
2020-06-15-16-44-18.277172,584
2020-06-15-16-44-18.289599,584
2020-06-15-16-44-18.301554,404
2020-06-15-16-44-18.312036,404
2020-06-15-16-44-18.324390,404
2020-06-15-16-44-18.336709,296
2020-06-15-16-44-18.347098,296
2020-06-15-16-44-18.358519,296
2020-06-15-16-44-18.369027,168
2020-06-15-16-44-18.380154,168
2020-06-15-16-44-18.392602,156
2020-06-15-16-44-18.404407,156
2020-06-15-16-44-18.416665,156
2020-06-15-16-44-18.428155,57
2020-06-15-16-44-18.438538,57
2020-06-15-16-44-18.449904,57
2020-06-15-16-44-18.462527,57
2020-06-15-16-44-18.474488,69
2020-06-15-16-44-18.487725,68
2020-06-15-16-44-18.499312,68
2020-06-15-16-44-18.509864,41
2020-06-15-16-44-18.520567,35
2020-06-15-16-44-18.532965,35
2020-06-15-16-44-18.543076,35
2020-06-15-16-44-18.554503,-5
2020-06-15-16-44-18.566802,-5
2020-06-15-16-44-18.579120,-5
2020-06-15-16-44-18.591270,-5
2020-06-15-16-44-18.603220,-19
2020-06-15-16-44-18.614761,-19
2020-06-15-16-44-18.626730,-19
2020-06-15-16-44-18.637093,-20
2020-06-15-16-44-18.648586,-26
2020-06-15-16-44-18.658941,-26
2020-06-15-16-44-18.670376,-26
2020-06-15-16-44-18.680660,37
2020-06-15-16-44-18.693017,1
2020-06-15-16-44-18.704703,1
2020-06-15-16-44-18.716716,-3
2020-06-15-16-44-18.728865,21
2020-06-15-16-44-18.740887,21
2020-06-15-16-44-18.753608,21
2020-06-15-16-44-18.764979,21
2020-06-15-16-44-18.776778,26
2020-06-15-16-44-18.788066,41
2020-06-15-16-44-18.799991,41
2020-06-15-16-44-18.811967,12
2020-06-15-16-44-18.824402,24
2020-06-15-16-44-18.836755,24
2020-06-15-16-44-18.849103,20
2020-06-15-16-44-18.860642,26
2020-06-15-16-44-18.870905,26
2020-06-15-16-44-18.881267,26
2020-06-15-16-44-18.892555,49
2020-06-15-16-44-18.905119,48
2020-06-15-16-44-18.916768,48
2020-06-15-16-44-18.929196,-11
2020-06-15-16-44-18.940858,-4
2020-06-15-16-44-18.952656,-4
2020-06-15-16-44-18.964466,-4
2020-06-15-16-44-18.976872,-5
2020-06-15-16-44-18.989340,-5
2020-06-15-16-44-19.001923,-5
2020-06-15-16-44-19.015544,17
2020-06-15-16-44-19.030215,17
2020-06-15-16-44-19.055424,17
2020-06-15-16-44-19.068258,17
2020-06-15-16-44-19.080862,0
2020-06-15-16-44-19.091897,0
2020-06-15-16-44-19.104443,0
2020-06-15-16-44-19.120201,43
2020-06-15-16-44-19.135231,43
2020-06-15-16-44-19.146117,43
2020-06-15-16-44-19.158259,25
2020-06-15-16-44-19.170413,25
2020-06-15-16-44-19.182546,25
2020-06-15-16-44-19.194535,59
2020-06-15-16-44-19.206927,59
2020-06-15-16-44-19.219557,59
2020-06-15-16-44-19.230692,59
2020-06-15-16-44-19.240814,68
2020-06-15-16-44-19.253108,68
2020-06-15-16-44-19.264861,68
2020-06-15-16-44-19.276886,2
2020-06-15-16-44-19.287906,2
2020-06-15-16-44-19.298899,2
2020-06-15-16-44-19.309798,3
2020-06-15-16-44-19.322041,-55
2020-06-15-16-44-19.333328,-55
2020-06-15-16-44-19.345411,-55
2020-06-15-16-44-19.356898,-55
2020-06-15-16-44-19.368336,-55
2020-06-15-16-44-19.380447,32
2020-06-15-16-44-19.390908,32
2020-06-15-16-44-19.402333,32
2020-06-15-16-44-19.415507,4
2020-06-15-16-44-19.428534,4
2020-06-15-16-44-19.438838,4
2020-06-15-16-44-19.450696,32
2020-06-15-16-44-19.461170,32
2020-06-15-16-44-19.472461,32
2020-06-15-16-44-19.484536,7
2020-06-15-16-44-19.497014,36
2020-06-15-16-44-19.508341,36
2020-06-15-16-44-19.519913,36
2020-06-15-16-44-19.532501,26
2020-06-15-16-44-19.544633,26
2020-06-15-16-44-19.557028,24
2020-06-15-16-44-19.568633,24
2020-06-15-16-44-19.579688,24
2020-06-15-16-44-19.590581,54
2020-06-15-16-44-19.602708,28
2020-06-15-16-44-19.614577,28
2020-06-15-16-44-19.627056,45
2020-06-15-16-44-19.637314,7
2020-06-15-16-44-19.648136,7
2020-06-15-16-44-19.660635,7
2020-06-15-16-44-19.672771,11
2020-06-15-16-44-19.684673,21
2020-06-15-16-44-19.697090,21
2020-06-15-16-44-19.709649,22
2020-06-15-16-44-19.720878,16
2020-06-15-16-44-19.732327,16
2020-06-15-16-44-19.744075,16
2020-06-15-16-44-19.756611,38
2020-06-15-16-44-19.768563,38
2020-06-15-16-44-19.781795,38
2020-06-15-16-44-19.794309,5
2020-06-15-16-44-19.806269,5
2020-06-15-16-44-19.818172,-7
2020-06-15-16-44-19.828893,12
2020-06-15-16-44-19.840054,12
2020-06-15-16-44-19.851033,12
2020-06-15-16-44-19.862211,12
2020-06-15-16-44-19.874769,12
2020-06-15-16-44-19.887259,60
2020-06-15-16-44-19.897397,70
2020-06-15-16-44-19.908906,70
2020-06-15-16-44-19.919645,70
2020-06-15-16-44-19.931762,59
2020-06-15-16-44-19.943887,36
2020-06-15-16-44-19.955520,36
2020-06-15-16-44-19.967177,36
2020-06-15-16-44-19.979115,21
2020-06-15-16-44-19.991182,21
2020-06-15-16-44-20.003787,21
2020-06-15-16-44-20.014793,32
2020-06-15-16-44-20.027156,32
2020-06-15-16-44-20.038894,32
2020-06-15-16-44-20.051062,25
2020-06-15-16-44-20.062259,20
2020-06-15-16-44-20.074793,20
2020-06-15-16-44-20.087219,20
2020-06-15-16-44-20.099552,4
2020-06-15-16-44-20.112013,4
2020-06-15-16-44-20.124499,4
2020-06-15-16-44-20.137061,28
2020-06-15-16-44-20.147958,28
2020-06-15-16-44-20.158566,28
2020-06-15-16-44-20.169672,28
2020-06-15-16-44-20.182148,22
2020-06-15-16-44-20.194846,22
2020-06-15-16-44-20.207089,17
2020-06-15-16-44-20.219495,58
2020-06-15-16-44-20.232194,58
2020-06-15-16-44-20.244726,58
2020-06-15-16-44-20.257358,58
2020-06-15-16-44-20.269494,58
2020-06-15-16-44-20.281894,88
2020-06-15-16-44-20.292898,88
2020-06-15-16-44-20.305189,88
2020-06-15-16-44-20.317210,28
2020-06-15-16-44-20.328660,28
2020-06-15-16-44-20.338897,28
2020-06-15-16-44-20.349896,7
2020-06-15-16-44-20.361399,22
2020-06-15-16-44-20.372486,22
2020-06-15-16-44-20.383543,22
2020-06-15-16-44-20.395111,24
2020-06-15-16-44-20.406821,24
2020-06-15-16-44-20.418934,24
2020-06-15-16-44-20.430196,9
2020-06-15-16-44-20.441189,19
2020-06-15-16-44-20.453903,19
2020-06-15-16-44-20.465420,19
2020-06-15-16-44-20.478035,19
2020-06-15-16-44-20.488672,19
2020-06-15-16-44-20.500343,19
2020-06-15-16-44-20.512353,11
2020-06-15-16-44-20.525044,35
2020-06-15-16-44-20.537195,35
2020-06-15-16-44-20.547653,35
2020-06-15-16-44-20.559216,35
2020-06-15-16-44-20.570433,43
2020-06-15-16-44-20.581895,34
2020-06-15-16-44-20.593106,34
2020-06-15-16-44-20.605075,34
2020-06-15-16-44-20.617458,9
2020-06-15-16-44-20.629482,27
2020-06-15-16-44-20.640822,42
2020-06-15-16-44-20.653023,42
2020-06-15-16-44-20.665383,39
2020-06-15-16-44-20.677565,55
2020-06-15-16-44-20.689726,55
2020-06-15-16-44-20.700466,6
2020-06-15-16-44-20.710819,50
2020-06-15-16-44-20.722577,50
2020-06-15-16-44-20.734845,50
2020-06-15-16-44-20.747279,48
2020-06-15-16-44-20.759154,48
2020-06-15-16-44-20.770804,48
2020-06-15-16-44-20.781241,6
2020-06-15-16-44-20.792264,24
2020-06-15-16-44-20.804259,24
2020-06-15-16-44-20.815483,24
2020-06-15-16-44-20.825827,10
2020-06-15-16-44-20.837405,10
2020-06-15-16-44-20.848579,10
2020-06-15-16-44-20.859758,10
2020-06-15-16-44-20.871581,7
2020-06-15-16-44-20.884252,1
2020-06-15-16-44-20.895275,1
2020-06-15-16-44-20.907307,-3
2020-06-15-16-44-20.918841,-30
2020-06-15-16-44-20.929573,-30
2020-06-15-16-44-20.941996,-30
2020-06-15-16-44-20.953374,53
2020-06-15-16-44-20.965055,53
2020-06-15-16-44-20.977379,53
2020-06-15-16-44-20.989223,45
2020-06-15-16-44-20.999488,45
2020-06-15-16-44-21.010692,45
2020-06-15-16-44-21.021915,-1
2020-06-15-16-44-21.034502,-1
2020-06-15-16-44-21.045912,-1
2020-06-15-16-44-21.057259,74
2020-06-15-16-44-21.069441,74
2020-06-15-16-44-21.080751,74
2020-06-15-16-44-21.092499,56
2020-06-15-16-44-21.105744,54
2020-06-15-16-44-21.117603,54
2020-06-15-16-44-21.129356,45
2020-06-15-16-44-21.140627,45
2020-06-15-16-44-21.152356,45
2020-06-15-16-44-21.164931,45
2020-06-15-16-44-21.176003,45
2020-06-15-16-44-21.187298,28
2020-06-15-16-44-21.200262,37
2020-06-15-16-44-21.212622,37
2020-06-15-16-44-21.224949,37
2020-06-15-16-44-21.237359,-1
2020-06-15-16-44-21.249177,-1
2020-06-15-16-44-21.261395,-1
2020-06-15-16-44-21.274118,-1
2020-06-15-16-44-21.285547,-1
2020-06-15-16-44-21.297718,-1
2020-06-15-16-44-21.309149,40
2020-06-15-16-44-21.321297,40
2020-06-15-16-44-21.333286,40
2020-06-15-16-44-21.345804,53
2020-06-15-16-44-21.356889,53
2020-06-15-16-44-21.367305,53
2020-06-15-16-44-21.378222,2
2020-06-15-16-44-21.389953,61
2020-06-15-16-44-21.400857,61
2020-06-15-16-44-21.413023,57
2020-06-15-16-44-21.424981,58
2020-06-15-16-44-21.437418,58
2020-06-15-16-44-21.449276,58
2020-06-15-16-44-21.460353,58
2020-06-15-16-44-21.471974,37
2020-06-15-16-44-21.483827,32
2020-06-15-16-44-21.495324,32
2020-06-15-16-44-21.507434,32
2020-06-15-16-44-21.517530,-4
2020-06-15-16-44-21.527827,-4
2020-06-15-16-44-21.540038,-4
2020-06-15-16-44-21.551857,8
2020-06-15-16-44-21.564181,-6
2020-06-15-16-44-21.575040,-6
2020-06-15-16-44-21.587907,9
2020-06-15-16-44-21.598733,9
2020-06-15-16-44-21.609190,9
2020-06-15-16-44-21.621398,-20
2020-06-15-16-44-21.633075,-20
2020-06-15-16-44-21.646192,-20
2020-06-15-16-44-21.658081,296
2020-06-15-16-44-21.669411,296
2020-06-15-16-44-21.683003,296
2020-06-15-16-44-21.696124,631
2020-06-15-16-44-21.707729,631
2020-06-15-16-44-21.720648,631
2020-06-15-16-44-21.732035,-562
2020-06-15-16-44-21.743373,-562
2020-06-15-16-44-21.756885,-562
2020-06-15-16-44-21.767996,-562
2020-06-15-16-44-21.780200,-562
2020-06-15-16-44-21.792718,-562
2020-06-15-16-44-21.803099,-1560
2020-06-15-16-44-21.817128,-1560
2020-06-15-16-44-21.829337,-1560
2020-06-15-16-44-21.840954,-981
2020-06-15-16-44-21.852517,-981
2020-06-15-16-44-21.865067,-981
2020-06-15-16-44-21.875323,-342
2020-06-15-16-44-21.888657,-342
2020-06-15-16-44-21.900690,-342
2020-06-15-16-44-21.911094,266
2020-06-15-16-44-21.924111,266
2020-06-15-16-44-21.935897,266
2020-06-15-16-44-21.947859,812
2020-06-15-16-44-21.958751,812
2020-06-15-16-44-21.970557,812
2020-06-15-16-44-21.981867,922
2020-06-15-16-44-21.992580,922
2020-06-15-16-44-22.005137,922
2020-06-15-16-44-22.015649,932
2020-06-15-16-44-22.026592,833
2020-06-15-16-44-22.037500,833
2020-06-15-16-44-22.050314,833
2020-06-15-16-44-22.061685,833
2020-06-15-16-44-22.073176,689
2020-06-15-16-44-22.084228,556
2020-06-15-16-44-22.095531,556
2020-06-15-16-44-22.107522,556
2020-06-15-16-44-22.119798,394
2020-06-15-16-44-22.132171,394
2020-06-15-16-44-22.143114,394
2020-06-15-16-44-22.155222,243
2020-06-15-16-44-22.167519,243
2020-06-15-16-44-22.177795,243
2020-06-15-16-44-22.190203,185
2020-06-15-16-44-22.201158,149
2020-06-15-16-44-22.213680,149
2020-06-15-16-44-22.225208,149
2020-06-15-16-44-22.237646,118
2020-06-15-16-44-22.248688,118
2020-06-15-16-44-22.260815,118
2020-06-15-16-44-22.271333,71
2020-06-15-16-44-22.282225,71
2020-06-15-16-44-22.292967,71
2020-06-15-16-44-22.303138,51
2020-06-15-16-44-22.315252,5
2020-06-15-16-44-22.327486,5
2020-06-15-16-44-22.338281,5
2020-06-15-16-44-22.349473,5
2020-06-15-16-44-22.361325,5
2020-06-15-16-44-22.371662,0
2020-06-15-16-44-22.382628,-11
2020-06-15-16-44-22.395419,-13
2020-06-15-16-44-22.407652,-26
2020-06-15-16-44-22.417750,-26
2020-06-15-16-44-22.429329,-26
2020-06-15-16-44-22.439644,-26
2020-06-15-16-44-22.451433,-6
2020-06-15-16-44-22.461988,-6
2020-06-15-16-44-22.473449,-6
2020-06-15-16-44-22.486178,-12
2020-06-15-16-44-22.497625,-12
2020-06-15-16-44-22.509107,-12
2020-06-15-16-44-22.521265,40
2020-06-15-16-44-22.532877,40
2020-06-15-16-44-22.545294,40
2020-06-15-16-44-22.557519,27
2020-06-15-16-44-22.567940,27
2020-06-15-16-44-22.579845,27
2020-06-15-16-44-22.592067,28
2020-06-15-16-44-22.603884,17
2020-06-15-16-44-22.615792,17
2020-06-15-16-44-22.627587,17
2020-06-15-16-44-22.639226,-7
2020-06-15-16-44-22.650054,-7
2020-06-15-16-44-22.661045,-7
2020-06-15-16-44-22.672797,6
2020-06-15-16-44-22.685289,6
2020-06-15-16-44-22.697576,6
2020-06-15-16-44-22.708062,-28
2020-06-15-16-44-22.719530,-65
2020-06-15-16-44-22.731776,-65
2020-06-15-16-44-22.742877,-65
2020-06-15-16-44-22.755540,-21
2020-06-15-16-44-22.767680,-21
2020-06-15-16-44-22.779587,-21
2020-06-15-16-44-22.790978,-23
2020-06-15-16-44-22.803390,-23
2020-06-15-16-44-22.818821,-23
2020-06-15-16-44-22.832817,-20
2020-06-15-16-44-22.849209,-20
2020-06-15-16-44-22.866244,-14
2020-06-15-16-44-22.883252,5
2020-06-15-16-44-22.897177,0
2020-06-15-16-44-22.908081,4
2020-06-15-16-44-22.921897,4
2020-06-15-16-44-22.934397,20
2020-06-15-16-44-22.949023,20
2020-06-15-16-44-22.961525,20
2020-06-15-16-44-22.975105,18
2020-06-15-16-44-22.986547,18
2020-06-15-16-44-22.998067,18
2020-06-15-16-44-23.009128,56
2020-06-15-16-44-23.021438,8
2020-06-15-16-44-23.032079,8
2020-06-15-16-44-23.042920,24
2020-06-15-16-44-23.056824,-2
2020-06-15-16-44-23.069111,-2
2020-06-15-16-44-23.079875,25
2020-06-15-16-44-23.090943,25
2020-06-15-16-44-23.101545,25
2020-06-15-16-44-23.111934,-1
2020-06-15-16-44-23.122508,-1
2020-06-15-16-44-23.133323,-1
2020-06-15-16-44-23.144184,10
2020-06-15-16-44-23.155221,10
2020-06-15-16-44-23.167667,10
2020-06-15-16-44-23.179039,29
2020-06-15-16-44-23.189546,-2
2020-06-15-16-44-23.200441,-2
2020-06-15-16-44-23.210716,-2
2020-06-15-16-44-23.223162,-34
2020-06-15-16-44-23.235321,-34
2020-06-15-16-44-23.248393,-34
2020-06-15-16-44-23.264653,-34
2020-06-15-16-44-23.276015,-34
2020-06-15-16-44-23.287274,24
2020-06-15-16-44-23.297633,24
2020-06-15-16-44-23.309467,51
2020-06-15-16-44-23.321350,45
2020-06-15-16-44-23.332810,45
2020-06-15-16-44-23.345330,42
2020-06-15-16-44-23.355927,10
2020-06-15-16-44-23.367330,10
2020-06-15-16-44-23.379328,10
2020-06-15-16-44-23.391133,-26
