2020-06-15-16-39-08.867097,6
2020-06-15-16-39-08.879440,16
2020-06-15-16-39-08.891371,37
2020-06-15-16-39-08.902600,37
2020-06-15-16-39-08.914766,37
2020-06-15-16-39-08.927007,71
2020-06-15-16-39-08.939693,71
2020-06-15-16-39-08.950161,71
2020-06-15-16-39-08.960520,49
2020-06-15-16-39-08.972559,49
2020-06-15-16-39-08.982745,49
2020-06-15-16-39-08.995115,34
2020-06-15-16-39-09.008279,34
2020-06-15-16-39-09.020110,34
2020-06-15-16-39-09.032219,59
2020-06-15-16-39-09.043182,45
2020-06-15-16-39-09.054073,45
2020-06-15-16-39-09.064993,45
2020-06-15-16-39-09.077651,18
2020-06-15-16-39-09.089740,18
2020-06-15-16-39-09.100341,18
2020-06-15-16-39-09.111732,-3
2020-06-15-16-39-09.123228,-3
2020-06-15-16-39-09.134720,-3
2020-06-15-16-39-09.147105,-7
2020-06-15-16-39-09.159510,-7
2020-06-15-16-39-09.171620,-7
2020-06-15-16-39-09.182228,-9
2020-06-15-16-39-09.194103,22
2020-06-15-16-39-09.207253,22
2020-06-15-16-39-09.219336,34
2020-06-15-16-39-09.231022,20
2020-06-15-16-39-09.241345,20
2020-06-15-16-39-09.252689,20
2020-06-15-16-39-09.264882,18
2020-06-15-16-39-09.277118,18
2020-06-15-16-39-09.289351,18
2020-06-15-16-39-09.301284,18
2020-06-15-16-39-09.313454,18
2020-06-15-16-39-09.325371,18
2020-06-15-16-39-09.337169,24
2020-06-15-16-39-09.349667,24
2020-06-15-16-39-09.361398,24
2020-06-15-16-39-09.372811,72
2020-06-15-16-39-09.384324,72
2020-06-15-16-39-09.397087,72
2020-06-15-16-39-09.409701,28
2020-06-15-16-39-09.421431,28
2020-06-15-16-39-09.432059,28
2020-06-15-16-39-09.442348,-20
2020-06-15-16-39-09.454324,24
2020-06-15-16-39-09.466632,24
2020-06-15-16-39-09.477199,24
2020-06-15-16-39-09.490057,32
2020-06-15-16-39-09.501214,32
2020-06-15-16-39-09.512614,-26
2020-06-15-16-39-09.524724,-18
2020-06-15-16-39-09.537631,-18
2020-06-15-16-39-09.549380,41
2020-06-15-16-39-09.559505,16
2020-06-15-16-39-09.570874,16
2020-06-15-16-39-09.583810,-6
2020-06-15-16-39-09.595657,-35
2020-06-15-16-39-09.607089,-35
2020-06-15-16-39-09.619454,-35
2020-06-15-16-39-09.631609,-35
2020-06-15-16-39-09.642810,-35
2020-06-15-16-39-09.654910,20
2020-06-15-16-39-09.666998,25
2020-06-15-16-39-09.680031,25
2020-06-15-16-39-09.690175,25
2020-06-15-16-39-09.702135,56
2020-06-15-16-39-09.714756,56
2020-06-15-16-39-09.727083,56
2020-06-15-16-39-09.739380,57
2020-06-15-16-39-09.750966,57
2020-06-15-16-39-09.762537,57
2020-06-15-16-39-09.773276,64
2020-06-15-16-39-09.785459,64
2020-06-15-16-39-09.797109,64
2020-06-15-16-39-09.809740,24
2020-06-15-16-39-09.821476,24
2020-06-15-16-39-09.832744,24
2020-06-15-16-39-09.844615,37
2020-06-15-16-39-09.857025,108
2020-06-15-16-39-09.869825,108
2020-06-15-16-39-09.880630,176
2020-06-15-16-39-09.891256,176
2020-06-15-16-39-09.902481,176
2020-06-15-16-39-09.913685,176
2020-06-15-16-39-09.926183,176
2020-06-15-16-39-09.938809,1040
2020-06-15-16-39-09.949603,1040
2020-06-15-16-39-09.961106,1040
2020-06-15-16-39-09.971699,167
2020-06-15-16-39-09.982938,167
2020-06-15-16-39-09.995202,167
2020-06-15-16-39-10.007499,-1299
2020-06-15-16-39-10.019557,-1299
2020-06-15-16-39-10.031389,-1299
2020-06-15-16-39-10.043168,-1394
2020-06-15-16-39-10.054605,-1394
2020-06-15-16-39-10.067504,-1394
2020-06-15-16-39-10.079402,-884
2020-06-15-16-39-10.091599,-884
2020-06-15-16-39-10.102775,-884
2020-06-15-16-39-10.113633,-596
2020-06-15-16-39-10.124035,-378
2020-06-15-16-39-10.135366,-378
2020-06-15-16-39-10.147083,-378
2020-06-15-16-39-10.159881,-39
2020-06-15-16-39-10.172200,-39
2020-06-15-16-39-10.184330,43
2020-06-15-16-39-10.195384,140
2020-06-15-16-39-10.207583,140
2020-06-15-16-39-10.219607,140
2020-06-15-16-39-10.232138,205
2020-06-15-16-39-10.242260,205
2020-06-15-16-39-10.254471,205
2020-06-15-16-39-10.267238,205
2020-06-15-16-39-10.279492,231
2020-06-15-16-39-10.291180,187
2020-06-15-16-39-10.302018,187
2020-06-15-16-39-10.312669,187
2020-06-15-16-39-10.325328,187
2020-06-15-16-39-10.337413,187
2020-06-15-16-39-10.349384,187
2020-06-15-16-39-10.361817,167
2020-06-15-16-39-10.372769,167
