2020-06-15-16-45-01.852134,49
2020-06-15-16-45-01.864488,72
2020-06-15-16-45-01.875836,28
2020-06-15-16-45-01.887485,28
2020-06-15-16-45-01.898702,28
2020-06-15-16-45-01.910985,45
2020-06-15-16-45-01.922208,45
2020-06-15-16-45-01.934495,45
2020-06-15-16-45-01.946263,37
2020-06-15-16-45-01.958910,37
2020-06-15-16-45-01.970998,37
2020-06-15-16-45-01.981479,3
2020-06-15-16-45-01.991783,12
2020-06-15-16-45-02.001921,12
2020-06-15-16-45-02.014619,12
2020-06-15-16-45-02.029693,71
2020-06-15-16-45-02.041204,71
2020-06-15-16-45-02.053110,71
2020-06-15-16-45-02.065121,25
2020-06-15-16-45-02.075942,25
2020-06-15-16-45-02.086834,4
2020-06-15-16-45-02.099417,4
2020-06-15-16-45-02.111378,4
2020-06-15-16-45-02.122316,37
2020-06-15-16-45-02.133585,37
2020-06-15-16-45-02.144036,37
2020-06-15-16-45-02.155153,48
2020-06-15-16-45-02.166589,48
2020-06-15-16-45-02.178770,48
2020-06-15-16-45-02.191062,88
2020-06-15-16-45-02.203178,88
2020-06-15-16-45-02.215135,88
2020-06-15-16-45-02.225983,88
2020-06-15-16-45-02.236181,88
2020-06-15-16-45-02.248700,25
2020-06-15-16-45-02.261918,25
2020-06-15-16-45-02.273038,25
2020-06-15-16-45-02.283810,57
2020-06-15-16-45-02.295617,37
2020-06-15-16-45-02.307663,37
2020-06-15-16-45-02.319420,9
2020-06-15-16-45-02.331090,33
2020-06-15-16-45-02.343349,33
2020-06-15-16-45-02.354636,33
2020-06-15-16-45-02.366080,10
2020-06-15-16-45-02.378791,10
2020-06-15-16-45-02.391001,10
2020-06-15-16-45-02.402108,-4
2020-06-15-16-45-02.412895,-4
2020-06-15-16-45-02.424281,-4
2020-06-15-16-45-02.434524,-4
2020-06-15-16-45-02.445102,6
2020-06-15-16-45-02.456594,6
2020-06-15-16-45-02.468770,6
2020-06-15-16-45-02.481095,42
2020-06-15-16-45-02.492529,42
2020-06-15-16-45-02.504754,42
2020-06-15-16-45-02.517137,42
2020-06-15-16-45-02.528240,42
2020-06-15-16-45-02.540717,54
2020-06-15-16-45-02.551691,56
2020-06-15-16-45-02.562611,56
2020-06-15-16-45-02.573630,56
2020-06-15-16-45-02.584077,48
2020-06-15-16-45-02.596165,48
2020-06-15-16-45-02.608694,48
2020-06-15-16-45-02.621378,33
2020-06-15-16-45-02.634529,33
